20:34:55,0.0,0.128495045715
20:34:56,0.0,0.128657780069
20:34:57,0.0,0.128657780069
20:34:58,0.0,0.129699279933
20:34:59,0.0,0.129699279933
20:35:00,0.0,0.129699279933
20:35:01,0.0,0.129699279933
20:35:02,0.0,0.129699279933
20:35:03,0.0,0.129764373675
20:35:04,0.0,0.129764373675
20:35:06,0.0,0.129764373675
20:35:07,0.0,0.129764373675
20:35:08,0.0,0.129764373675
20:35:09,0.0,0.129764373675
20:35:10,0.0,0.129764373675
20:35:11,0.0,0.129764373675
20:35:12,0.0,0.129764373675
20:35:13,0.0,0.129764373675
20:35:14,0.0,0.129764373675
20:35:15,0.0,0.129764373675
20:35:17,0.0,0.129764373675
20:35:18,0.0,0.129764373675
20:35:19,0.0,0.129764373675
20:35:20,0.0,0.129764373675
20:35:21,0.0,0.129764373675
20:35:22,0.0,0.129764373675
20:35:23,0.0,0.129764373675
20:35:24,0.0,0.129764373675
20:35:25,0.0,0.129764373675
20:35:26,0.0,0.129764373675
20:35:28,0.0,0.129764373675
20:35:29,0.0,0.129764373675
20:35:30,0.0,0.129764373675
20:35:31,0.0,0.129764373675
20:35:32,0.0,0.129764373675
, , ,Node tried to join: 1
, , ,Node tried to join: 2
, , ,Node tried to join: 3
, , ,Node tried to join: 4
, , ,Node tried to join: 5
, , ,Node tried to join: 6
, , ,Node tried to join: 7
, , ,Node tried to join: 8
, , ,Node tried to join: 9
, , ,Node tried to join: 12
, , ,Node tried to join: 12
, , ,Node tried to join: 12
, , ,Node tried to join: 13
, , ,Node tried to join: 14
, , ,Node tried to join: 15
, , ,Node tried to join: 16
, , ,Node tried to join: 17
, , ,Node tried to join: 18
, , ,Node tried to join: 19
, , ,Node tried to join: 20
, , ,Node tried to join: 21
, , ,Node tried to join: 22
, , ,Node tried to join: 23
, , ,Node tried to join: 24
, , ,Node tried to join: 25
, , ,Node tried to join: 26
, , ,Node tried to join: 27
, , ,Node tried to join: 28
20:35:33,0.0,0.13347471694
20:35:34,0.0,0.13347471694
20:35:35,0.0,0.13347471694
20:35:36,0.0,0.13347471694
20:35:37,0.0,0.13347471694
, , ,New player added: 1
, , ,New player added: 2
, , ,New player added: 3
, , ,New player added: 4
, , ,New player added: 5
, , ,New player added: 6
, , ,New player added: 7
, , ,New player added: 8
, , ,New player added: 9
, , ,New player added: 10
, , ,New player added: 11
, , ,New player added: 12
, , ,New player added: 13
, , ,New player added: 14
, , ,New player added: 15
, , ,New player added: 16
, , ,New player added: 17
, , ,New player added: 18
, , ,New player added: 19
, , ,New player added: 20
, , ,New player added: 21
, , ,New player added: 22
, , ,New player added: 23
, , ,New player added: 24
, , ,New player added: 25
, , ,New player added: 26
, , ,New player added: 27
, , ,New player added: 28
, , ,New player added: 29
, , ,New player added: 30
, , ,New player added: 31
, , ,New player added: 32
, , ,New player added: 33
, , ,New player added: 34
, , ,New player added: 35
, , ,New player added: 36
, , ,New player added: 37
, , ,New player added: 38
, , ,New player added: 39
20:35:39,20.5,0.133832732518
, , ,New player added: 40
, , ,New player added: 41
, , ,New player added: 42
, , ,New player added: 43
, , ,New player added: 44
, , ,New player added: 45
, , ,New player added: 46
, , ,New player added: 47
, , ,New player added: 48
, , ,New player added: 49
, , ,New player added: 50
20:35:40,0.0,0.133865279389
20:35:41,0.0,0.133865279389
20:35:42,0.0,0.133865279389
20:35:43,0.0,0.133865279389
20:35:44,0.0,0.133865279389
20:35:45,0.0,0.133865279389
20:35:46,0.0,0.133865279389
20:35:47,0.0,0.133865279389
20:35:48,0.0,0.133962920001
20:35:50,0.0,0.133962920001
20:35:51,0.0,0.133962920001
20:35:52,0.0,0.133962920001
20:35:53,0.0,0.133962920001
20:35:54,0.0,0.133962920001
20:35:55,0.0,0.133962920001
, , ,Game started
20:35:56,0.0,0.134158201226
20:35:57,0.0,0.134158201226
20:35:58,0.0,0.134158201226
20:35:59,0.0,0.134223294967
20:36:01,0.0,0.134223294967
20:36:02,0.0,0.134223294967
20:36:03,0.0,0.134223294967
20:36:04,10.0,0.134255841838
20:36:05,0.0,0.134288388709
20:36:06,0.0,0.134386029321
20:36:07,0.0,0.134386029321
20:36:08,10.0,0.134386029321
20:36:09,0.0,0.134386029321
20:36:10,0.0,0.134386029321
20:36:12,0.0,0.134386029321
20:36:13,0.0,0.134386029321
20:36:14,0.0,0.134386029321
20:36:15,0.0,0.134386029321
20:36:16,0.0,0.134386029321
20:36:17,0.0,0.134386029321
20:36:18,0.0,0.134386029321
20:36:19,0.0,0.134386029321
20:36:20,0.0,0.134386029321
20:36:21,0.0,0.134386029321
20:36:23,0.0,0.134386029321
20:36:24,0.0,0.134386029321
20:36:25,0.0,0.134386029321
20:36:26,0.0,0.134386029321
20:36:27,0.0,0.134386029321
20:36:28,0.0,0.134386029321
20:36:29,0.0,0.134386029321
20:36:30,0.0,0.134386029321
20:36:31,0.0,0.134386029321
20:36:32,0.0,0.134386029321
20:36:34,0.0,0.134386029321
20:36:35,0.0,0.134386029321
20:36:36,0.0,0.134386029321
20:36:37,0.0,0.134386029321
20:36:38,0.0,0.134386029321
20:36:39,0.0,0.134386029321
20:36:40,0.0,0.134386029321
20:36:41,0.0,0.134386029321
20:36:42,0.0,0.134386029321
20:36:43,0.0,0.134386029321
20:36:45,0.0,0.134386029321
20:36:46,0.0,0.134386029321
20:36:47,0.0,0.134386029321
20:36:48,0.0,0.134386029321
20:36:49,0.0,0.134386029321
20:36:50,0.0,0.134386029321
20:36:51,0.0,0.134386029321
20:36:52,0.0,0.134386029321
20:36:53,0.0,0.134386029321
20:36:54,0.0,0.134386029321
20:36:56,0.0,0.134386029321
20:36:57,0.0,0.134386029321
20:36:58,0.0,0.134386029321
20:36:59,0.0,0.134386029321
20:37:00,0.0,0.134386029321
20:37:01,0.0,0.134386029321
20:37:02,0.0,0.134386029321
20:37:03,9.9,0.135167154219
, , ,New player added: 51
20:37:04,0.0,0.137770903879
20:37:05,0.0,0.137770903879
20:37:07,0.0,0.137803450749
20:37:08,0.0,0.137868544491
20:37:09,0.0,0.137868544491
20:37:10,10.0,0.137868544491
20:37:11,0.0,0.137868544491
20:37:12,0.0,0.137868544491
20:37:13,0.0,0.137868544491
20:37:14,0.0,0.137868544491
20:37:15,0.0,0.137868544491
20:37:16,10.0,0.137868544491
20:37:18,0.0,0.137868544491
20:37:19,0.0,0.137868544491
20:37:20,0.0,0.137868544491
20:37:21,0.0,0.137868544491
20:37:22,0.0,0.137868544491
20:37:23,0.0,0.137868544491
20:37:24,0.0,0.137868544491
20:37:25,0.0,0.137868544491
20:37:26,0.0,0.137901091362
20:37:27,0.0,0.137901091362
20:37:29,0.0,0.137901091362
20:37:30,0.0,0.137901091362
20:37:31,0.0,0.137901091362
20:37:32,0.0,0.137901091362
20:37:33,0.0,0.137901091362
20:37:34,0.0,0.137901091362
20:37:35,0.0,0.137901091362
20:37:36,0.0,0.137901091362
20:37:37,0.0,0.137901091362
20:37:38,10.1,0.137901091362
20:37:40,0.0,0.137901091362
20:37:41,0.0,0.137901091362
20:37:42,0.0,0.137901091362
20:37:43,0.0,0.137901091362
20:37:44,0.0,0.137901091362
20:37:45,0.0,0.137901091362
20:37:46,0.0,0.137901091362
20:37:47,0.0,0.137901091362
20:37:48,0.0,0.137901091362
20:37:49,0.0,0.137901091362
20:37:51,0.0,0.137901091362
20:37:52,0.0,0.137901091362
20:37:53,0.0,0.137901091362
20:37:54,0.0,0.137901091362
20:37:55,0.0,0.137901091362
20:37:56,0.0,0.137901091362
20:37:57,0.0,0.137901091362
20:37:58,0.0,0.137901091362
20:37:59,0.0,0.137901091362
20:38:00,0.0,0.137901091362
20:38:02,0.0,0.137901091362
20:38:03,0.0,0.137901091362
20:38:04,0.0,0.137901091362
20:38:05,0.0,0.137901091362
20:38:06,0.0,0.137901091362
20:38:07,0.0,0.137901091362
20:38:08,0.0,0.137901091362
20:38:09,0.0,0.137901091362
20:38:10,0.0,0.137901091362
20:38:11,0.0,0.137901091362
20:38:13,0.0,0.137901091362
20:38:14,0.0,0.137901091362
20:38:15,0.0,0.137901091362
20:38:16,0.0,0.137901091362
20:38:17,0.0,0.137901091362
20:38:18,0.0,0.137901091362
20:38:19,0.0,0.137901091362
20:38:20,0.0,0.137901091362
20:38:21,0.0,0.137901091362
20:38:22,0.0,0.137901091362
20:38:24,0.0,0.137901091362
20:38:25,0.0,0.137901091362
20:38:26,0.0,0.137901091362
20:38:27,0.0,0.137901091362
20:38:28,0.0,0.137901091362
20:38:29,0.0,0.137901091362
20:38:30,0.0,0.137901091362
20:38:31,0.0,0.137901091362
20:38:32,0.0,0.137901091362
20:38:33,0.0,0.137901091362
20:38:35,0.0,0.137901091362
20:38:36,0.0,0.137901091362
20:38:37,0.0,0.137901091362
20:38:38,0.0,0.137901091362
20:38:39,0.0,0.137901091362
20:38:40,0.0,0.137901091362
20:38:41,0.0,0.137901091362
20:38:42,0.0,0.137901091362
20:38:43,0.0,0.137901091362
20:38:44,0.0,0.137901091362
20:38:46,0.0,0.137901091362
20:38:47,0.0,0.137901091362
20:38:48,0.0,0.137901091362
20:38:49,0.0,0.137901091362
20:38:50,0.0,0.137901091362
20:38:51,0.0,0.137901091362
20:38:52,0.0,0.137901091362
20:38:53,0.0,0.137901091362
20:38:54,0.0,0.137901091362
20:38:55,0.0,0.137901091362
20:38:57,0.0,0.137901091362
20:38:58,0.0,0.137901091362
20:38:59,0.0,0.137901091362
20:39:00,0.0,0.137901091362
20:39:01,0.0,0.137901091362
20:39:02,0.0,0.137901091362
20:39:03,0.0,0.137901091362
20:39:04,0.0,0.137901091362
20:39:05,0.0,0.137901091362
20:39:06,0.0,0.137933638232
20:39:08,0.0,0.137933638232
20:39:09,0.0,0.137933638232
20:39:10,0.0,0.137933638232
20:39:11,0.0,0.137933638232
20:39:12,0.0,0.137933638232
20:39:13,0.0,0.137933638232
20:39:14,0.0,0.137933638232
20:39:15,0.0,0.137933638232
20:39:16,0.0,0.137933638232
20:39:17,0.0,0.137933638232
20:39:19,0.0,0.137933638232
20:39:20,0.0,0.137933638232
20:39:21,0.0,0.137933638232
20:39:22,0.0,0.137933638232
20:39:23,0.0,0.137933638232
20:39:24,0.0,0.137933638232
20:39:25,0.0,0.137933638232
20:39:26,0.0,0.137933638232
20:39:27,0.0,0.137933638232
20:39:28,0.0,0.137933638232
20:39:30,0.0,0.137933638232
20:39:31,0.0,0.137933638232
20:39:32,0.0,0.137933638232
20:39:33,0.0,0.137933638232
20:39:34,0.0,0.137933638232
20:39:35,0.0,0.137933638232
20:39:36,0.0,0.137933638232
20:39:37,0.0,0.137933638232
20:39:38,0.0,0.137933638232
20:39:39,0.0,0.137933638232
20:39:41,9.9,0.137933638232
20:39:42,0.0,0.137933638232
20:39:43,0.0,0.137933638232
20:39:44,0.0,0.137933638232
20:39:45,0.0,0.137933638232
20:39:46,0.0,0.137933638232
20:39:47,0.0,0.137933638232
20:39:48,0.0,0.137933638232
20:39:49,0.0,0.137933638232
20:39:50,0.0,0.137933638232
20:39:52,0.0,0.137933638232
20:39:53,0.0,0.137933638232
20:39:54,0.0,0.137933638232
20:39:55,0.0,0.137933638232
20:39:56,0.0,0.137933638232
20:39:57,0.0,0.137933638232
20:39:58,0.0,0.137933638232
20:39:59,0.0,0.137933638232
20:40:00,0.0,0.137933638232
20:40:01,0.0,0.137933638232
20:40:03,0.0,0.137933638232
20:40:04,0.0,0.137933638232
20:40:05,0.0,0.137933638232
20:40:06,0.0,0.137933638232
20:40:07,0.0,0.137933638232
20:40:08,0.0,0.137933638232
20:40:09,0.0,0.137933638232
20:40:10,0.0,0.137933638232
20:40:11,0.0,0.137933638232
20:40:12,0.0,0.137933638232
20:40:14,0.0,0.137933638232
20:40:15,0.0,0.137933638232
20:40:16,0.0,0.137933638232
20:40:17,0.0,0.137933638232
20:40:18,0.0,0.137933638232
20:40:19,0.0,0.137933638232
20:40:20,0.0,0.137933638232
20:40:21,0.0,0.137933638232
20:40:22,0.0,0.137933638232
20:40:23,0.0,0.137933638232
20:40:25,0.0,0.137933638232
20:40:26,0.0,0.137933638232
20:40:27,0.0,0.137933638232
20:40:28,0.0,0.137933638232
20:40:29,0.0,0.137933638232
20:40:30,0.0,0.137933638232
20:40:31,0.0,0.137933638232
20:40:32,0.0,0.137933638232
20:40:33,0.0,0.135492622926
20:40:34,0.0,0.135492622926
20:40:36,0.0,0.135492622926
20:40:37,0.0,0.135492622926
20:40:38,0.0,0.135492622926
20:40:39,0.0,0.135492622926
20:40:40,0.0,0.135492622926
20:40:41,0.0,0.135492622926
20:40:42,0.0,0.135492622926
20:40:43,0.0,0.135492622926
20:40:44,0.0,0.135492622926
20:40:45,0.0,0.135492622926
20:40:47,0.0,0.135492622926
20:40:48,0.0,0.135492622926
20:40:49,0.0,0.135492622926
20:40:50,0.0,0.135492622926
20:40:51,0.0,0.135492622926
20:40:52,0.0,0.135492622926
20:40:53,0.0,0.135492622926
20:40:54,0.0,0.135492622926
20:40:55,0.0,0.135492622926
20:40:56,0.0,0.135492622926
20:40:58,0.0,0.135492622926
20:40:59,0.0,0.135492622926
20:41:00,0.0,0.135492622926
20:41:01,0.0,0.135492622926
20:41:02,0.0,0.135492622926
20:41:03,0.0,0.135492622926
20:41:04,0.0,0.135492622926
20:41:05,0.0,0.135492622926
